continue.png, 1, 1, 370, 48, 4, 6, 4, 8
credits.png, 373, 1, 310, 48, 3, 6, 5, 8
exit.png, 685, 1, 169, 48, 3, 6, 4, 8
gameName.png, 1, 51, 568, 200, 7, 11, 7, 13
language.png, 571, 51, 401, 48, 4, 7, 4, 8
levelSelect.png, 571, 101, 292, 48, 3, 7, 4, 8
music.png, 571, 151, 242, 48, 4, 7, 4, 8
no.png, 856, 1, 96, 48, 4, 7, 5, 8
options.png, 571, 201, 321, 48, 4, 6, 4, 8
paused.png, 571, 251, 299, 48, 4, 6, 5, 8
play.png, 1, 301, 322, 72, 6, 9, 6, 12
player.png, 815, 151, 198, 32, 2, 5, 3, 5
points.png, 1, 253, 179, 32, 3, 4, 3, 6
restart.png, 1, 375, 341, 48, 3, 7, 4, 8
scores.png, 325, 301, 295, 48, 3, 6, 4, 8
sounds.png, 1, 425, 300, 48, 4, 6, 4, 8
stageSelect.png, 303, 425, 313, 48, 3, 6, 4, 8
yes.png, 865, 101, 147, 48, 3, 7, 4, 8
youLose.png, 618, 351, 403, 48, 4, 6, 3, 8
youWin.png, 622, 301, 348, 48, 3, 6, 4, 8
back.png, 344, 351, 194, 48, 4, 6, 4, 8
pauseDraw.png, 540, 351, 73, 55, 0, 0, 0, 0
