bg_line1.png, 1, 1, 23, 99, 0, 0, 0, 0
bg_line2.png, 1, 102, 23, 81, 0, 0, 0, 0
bg_line3.png, 1, 185, 172, 23, 0, 0, 0, 3
bg_line4.png, 175, 1, 62, 16, 0, 0, 0, 0
button1.png, 1, 210, 26, 25, 0, 0, 0, 0
button2.png, 29, 210, 26, 25, 0, 0, 0, 0
button3.png, 57, 210, 31, 23, 0, 0, 0, 0
button4.png, 90, 210, 31, 23, 0, 0, 0, 0
button5.png, 123, 210, 31, 23, 0, 0, 0, 0
button6.png, 156, 210, 31, 23, 0, 0, 0, 0
button7.png, 189, 19, 31, 23, 0, 0, 0, 0
button8.png, 222, 19, 31, 23, 0, 0, 0, 0
button9.png, 189, 44, 31, 23, 0, 0, 0, 0
button10.png, 222, 44, 31, 23, 0, 0, 0, 0
button11.png, 189, 69, 31, 23, 0, 0, 0, 0
button12.png, 222, 69, 31, 23, 0, 0, 0, 0
button13.png, 189, 94, 31, 23, 0, 0, 0, 0
button14.png, 26, 119, 102, 23, 0, 0, 0, 0
button15.png, 222, 94, 31, 23, 0, 0, 0, 0
check1.png, 26, 144, 26, 23, 0, 0, 0, 0
check2.png, 54, 144, 26, 23, 0, 0, 0, 0
check3.png, 82, 144, 26, 23, 0, 0, 0, 0
check4.png, 110, 144, 26, 23, 0, 0, 0, 0
check5.png, 130, 1, 43, 27, 0, 0, 0, 0
check6.png, 138, 30, 43, 27, 0, 0, 0, 0
check7.png, 138, 59, 44, 25, 0, 0, 0, 0
check8.png, 130, 119, 44, 23, 0, 0, 0, 0
check9.png, 26, 86, 43, 27, 0, 0, 0, 0
check10.png, 71, 86, 43, 27, 0, 0, 0, 0
knob1.png, 138, 144, 25, 34, 0, 0, 0, 0
knob2.png, 26, 30, 25, 44, 0, 0, 0, 0
knob3.png, 26, 1, 43, 25, 0, 1, 0, 0
knob4.png, 239, 1, 13, 15, 0, 0, 0, 0
