energy_1.png, 1, 1, 60, 60, 0, 0, 0, 0
energy_2.png, 1, 63, 60, 60, 0, 0, 0, 0
energy_3.png, 1, 125, 60, 60, 0, 0, 0, 0
energy_4.png, 1, 187, 60, 60, 0, 0, 0, 0
fire_power_1.png, 63, 1, 60, 60, 0, 0, 0, 0
fire_power_2.png, 125, 1, 60, 60, 0, 0, 0, 0
fire_power_3.png, 187, 1, 60, 60, 0, 0, 0, 0
fire_power_4.png, 63, 63, 60, 60, 0, 0, 0, 0
health_1.png, 63, 125, 60, 60, 0, 0, 0, 0
health_2.png, 63, 187, 60, 60, 0, 0, 0, 0
health_3.png, 125, 63, 60, 60, 0, 0, 0, 0
health_4.png, 187, 63, 60, 60, 0, 0, 0, 0
